Geneid	TPM
ENSMUSG00000090025	0
ENSMUSG00000064842	0
ENSMUSG00000051951	2.08663174547311
ENSMUSG00000089699	0.89234623557285
ENSMUSG00000088390	0
ENSMUSG00000089420	0
ENSMUSG00000025900	0
ENSMUSG00000025902	1.41462624535962
ENSMUSG00000064376	0
ENSMUSG00000088000	0
ENSMUSG00000033845	61.4786882482706
ENSMUSG00000025903	77.8265464276689
ENSMUSG00000033813	21.7281915659001
ENSMUSG00000062588	1.97556217003526
ENSMUSG00000002459	0.894661830899885
ENSMUSG00000091305	0
ENSMUSG00000085623	0.239556036395396
ENSMUSG00000091665	0.140482719706053
ENSMUSG00000033793	160.766831914947
ENSMUSG00000025905	0.521763622612396
ENSMUSG00000093015	0
ENSMUSG00000033774	0.0604243117262222
ENSMUSG00000025907	18.1931720595009
ENSMUSG00000090031	5.94177275502503
ENSMUSG00000073741	0
ENSMUSG00000087247	0.304347283619662
ENSMUSG00000033740	0.103058157788672
ENSMUSG00000051285	53.3669623676085
ENSMUSG00000048538	0.171737150803089
ENSMUSG00000077244	0
ENSMUSG00000086461	1.8699627736229
ENSMUSG00000025909	0.0977806525940006
ENSMUSG00000086235	0
ENSMUSG00000076169	0
ENSMUSG00000084353	0
ENSMUSG00000076135	0
ENSMUSG00000086195	0
ENSMUSG00000066693	1.0691049148237
ENSMUSG00000065625	0
ENSMUSG00000061024	51.2216329652222
ENSMUSG00000025911	1.54269117695246
ENSMUSG00000079671	0.227175721887182
ENSMUSG00000081441	0
ENSMUSG00000067879	0
ENSMUSG00000025912	38.9311985566201
ENSMUSG00000045210	37.8942805956672
ENSMUSG00000085661	0
ENSMUSG00000025915	6.70034282786906
ENSMUSG00000046334	2.47873954325792
ENSMUSG00000088916	0
ENSMUSG00000046101	12.7932353552887
ENSMUSG00000093178	48.7200530916211
ENSMUSG00000073738	4.7339322842061
ENSMUSG00000025916	0.439435112724647
ENSMUSG00000087199	0
ENSMUSG00000065085	0
ENSMUSG00000025917	99.1644511936835
ENSMUSG00000056763	41.0754002187925
ENSMUSG00000067851	79.5102828081379
ENSMUSG00000088153	10.2248006159389
ENSMUSG00000042501	0.0978449819707072
ENSMUSG00000083422	0.61287516179454
ENSMUSG00000065035	0
ENSMUSG00000081417	0
ENSMUSG00000088585	0
ENSMUSG00000048960	3.5115850594734
ENSMUSG00000077318	0
ENSMUSG00000057715	2.61334155918258
ENSMUSG00000064969	2.08492111115152
ENSMUSG00000066918	0
ENSMUSG00000016918	70.0050269443544
ENSMUSG00000025938	4.64085802257316
ENSMUSG00000042414	14.878237742098
ENSMUSG00000005886	21.7891988991488
ENSMUSG00000087782	1.99184427583225
ENSMUSG00000025935	174.576046779314
ENSMUSG00000025937	137.390902707423
ENSMUSG00000067813	0
ENSMUSG00000077368	0
ENSMUSG00000089358	0
ENSMUSG00000025932	2.24515292573224
ENSMUSG00000093057	0
ENSMUSG00000025930	6.4964053259526
ENSMUSG00000054493	1.0695930905839
ENSMUSG00000081201	0
ENSMUSG00000082193	0.998150151647483
ENSMUSG00000032769	0.837294145505841
ENSMUSG00000088159	0
ENSMUSG00000073737	0.223309868761974
ENSMUSG00000092083	0
ENSMUSG00000088829	0
ENSMUSG00000090498	0.109759684572306
ENSMUSG00000077377	0
ENSMUSG00000025925	239.611489181599
ENSMUSG00000032719	2.84134991312316
ENSMUSG00000088943	0
ENSMUSG00000067795	0.108136965047607
ENSMUSG00000043716	156.750064454926
ENSMUSG00000025921	26.65240859854
ENSMUSG00000025920	13.3250160417911
ENSMUSG00000089982	0.667257902970725
ENSMUSG00000025939	47.5364994995905
ENSMUSG00000079658	313.58393655744
ENSMUSG00000087414	0.320066798985958
ENSMUSG00000025940	63.7574172356467
ENSMUSG00000025779	2.95968900687512
ENSMUSG00000091020	0.567289405958582
ENSMUSG00000042686	22.186528211095
ENSMUSG00000025777	0.285799032257044
ENSMUSG00000089534	0
ENSMUSG00000067780	0.322286274043936
ENSMUSG00000085125	0.0267329609218948
ENSMUSG00000025776	0.938791720702334
ENSMUSG00000025774	0
ENSMUSG00000070977	0
ENSMUSG00000073735	0
ENSMUSG00000067773	0
ENSMUSG00000089923	0
ENSMUSG00000088800	0
ENSMUSG00000089787	0
ENSMUSG00000042596	0.114169170365001
ENSMUSG00000060128	60.4404984520423
ENSMUSG00000025927	0.0349063618984842
ENSMUSG00000084668	0
ENSMUSG00000080585	0
ENSMUSG00000043760	0.0935046701613185
ENSMUSG00000089914	0
ENSMUSG00000090142	0
ENSMUSG00000070175	0
ENSMUSG00000065559	0
ENSMUSG00000065480	0
ENSMUSG00000025929	0
ENSMUSG00000041872	2.09203081656039
ENSMUSG00000041859	340.634006842294
ENSMUSG00000088858	0
ENSMUSG00000087078	1.5934754206658
ENSMUSG00000025931	7.37407752701798
ENSMUSG00000077314	1.7029508312459
ENSMUSG00000041809	8.09384340655646
ENSMUSG00000041779	20.402373515407
ENSMUSG00000025933	8.7517302896671
ENSMUSG00000025934	3.68605664837923
ENSMUSG00000046847	0
ENSMUSG00000025936	0
ENSMUSG00000067750	0.224546108599107
ENSMUSG00000086194	0
ENSMUSG00000087453	0
ENSMUSG00000041722	0
ENSMUSG00000085507	0
ENSMUSG00000087427	0
ENSMUSG00000085079	0
ENSMUSG00000085679	0
ENSMUSG00000028033	0.60715626448386
ENSMUSG00000082935	0.595426758611777
ENSMUSG00000085163	0.212970461950561
ENSMUSG00000041670	10.6626771261632
ENSMUSG00000073730	0
ENSMUSG00000089553	0
ENSMUSG00000073729	0
ENSMUSG00000065405	3.14206420976356
ENSMUSG00000065567	0
ENSMUSG00000026158	12.941231017546
ENSMUSG00000026156	1.25875053381629
ENSMUSG00000026155	32.6985613594527
ENSMUSG00000026154	39.8186535324269
ENSMUSG00000026153	47.6662993800896
ENSMUSG00000026147	0.174218320104032
ENSMUSG00000026141	0
ENSMUSG00000077463	0
ENSMUSG00000067736	0
ENSMUSG00000090378	0.288972226545612
ENSMUSG00000073725	15.0241968234204
ENSMUSG00000033569	0.661182527959697
ENSMUSG00000080849	0
ENSMUSG00000064910	0
ENSMUSG00000084740	0
ENSMUSG00000052558	0
ENSMUSG00000088111	0
ENSMUSG00000073722	0.0515092493403861
ENSMUSG00000065125	0
ENSMUSG00000079640	0
ENSMUSG00000084715	0
ENSMUSG00000086240	0.80828463367106
ENSMUSG00000048411	0
ENSMUSG00000081557	0.0898094037412289
ENSMUSG00000090766	0
ENSMUSG00000058590	0
ENSMUSG00000064433	0
ENSMUSG00000080625	0
ENSMUSG00000080391	0
ENSMUSG00000077073	0
ENSMUSG00000053185	0
ENSMUSG00000048874	190.122733654498
ENSMUSG00000026064	13.2434652215724
ENSMUSG00000086151	0.195518456523411
ENSMUSG00000086726	0
ENSMUSG00000087346	0
ENSMUSG00000086727	0.144299197214238
ENSMUSG00000050217	0
ENSMUSG00000026063	0
ENSMUSG00000077664	0
ENSMUSG00000070960	0.331974045972042
ENSMUSG00000088620	0
ENSMUSG00000082159	0.266531133683647
ENSMUSG00000026058	0.164154936639597
ENSMUSG00000064688	0
ENSMUSG00000049830	0
ENSMUSG00000091318	0
ENSMUSG00000089489	0
ENSMUSG00000089395	0
ENSMUSG00000088750	0
ENSMUSG00000065223	0
ENSMUSG00000065260	0
ENSMUSG00000026134	62.0199147130508
ENSMUSG00000044744	0.256421332061164
ENSMUSG00000004768	25.886993416836
ENSMUSG00000042215	21.9916590027945
ENSMUSG00000042197	28.392834768227
ENSMUSG00000081402	0.887612303288644
ENSMUSG00000042182	5.63449164899156
ENSMUSG00000026131	212.394722006074
ENSMUSG00000084506	7.19634060945847
ENSMUSG00000085306	3.69264281273011
ENSMUSG00000079617	0
ENSMUSG00000092852	0
ENSMUSG00000042111	16.7576757854056
ENSMUSG00000026127	52.4752329025967
ENSMUSG00000026126	5.36537293540638
ENSMUSG00000026125	0
